课程代码,课程名称,学分,所属模块,开课学期,先修课,专业,年级
A2131210,计算机系统（1）,3.0,必修课,2025秋,,软件工程英才班,2024
A2131220,计算机系统（2）,3.0,必修课,2026春,,软件工程英才班,2024
A2130950,数据库,3.0,必修课,2026春,,软件工程英才班,2024
A2130352,计算机网络,3.0,必修课,2026秋,,软件工程英才班,2024
A2042270,大语言模型原理与实践,3.0,必修课,2026春,,软件工程英才班,2024
A2042290,计算机视觉,3.5,必修课,2026秋,,软件工程英才班,2024
A2042220,软件项目基础实训,5.0,必修课,2026春,,软件工程英才班,2024
A2042260,软件项目进阶实训,6.0,必修课,2027春,,软件工程英才班,2024
A200008E,毕业实习,4.0,必修课,2027秋,,软件工程英才班,2024
A2131390,毕业设计（论文）,14.0,必修课,2028春,,软件工程英才班,2024
A1100015,形势与政策,1,必修课,"2024秋,2026春,2026秋,2027秋",,机器人工程,2024
A1100022,思想道德与法治,3,必修课,2024秋,,机器人工程,2024
A1100080,国家安全教育,1,必修课,2024秋,,机器人工程,2024
A1100041,中国近现代史纲要,3,必修课,2025春,,机器人工程,2024
A1100061,思想政治理论课实践教学,2,必修课,2025春,,机器人工程,2024
A1100032,马克思主义基本原理,3,必修课,2025秋,,机器人工程,2024
A1100052,毛泽东思想和中国特色社会主义理论体系概论,2,必修课,2026春,,机器人工程,2024
A1100071,习近平新时代中国特色社会主义思想概论,3,必修课,2026春,,机器人工程,2024
A1105040,中国共产党简史,1,选修课,春秋学期,,机器人工程,2024
A1105050,中华人民共和国简史,1,选修课,春秋学期,,机器人工程,2024
A1105060,改革开放简史,1,选修课,春秋学期,,机器人工程,2024
A1105070,社会主义发展简史,1,选修课,春秋学期,,机器人工程,2024
A1105081,习近平总书记关于网络强国的重要思想概论,1,选修课,春秋学期,,机器人工程,2024
A1000050,军事训练,2,必修课,2024秋,,机器人工程,2024
A1090013,大学体育1（上）,0.5,必修课,2024秋,,机器人工程,2024
A1170010,军事理论,2,必修课,2024秋,,机器人工程,2024
A1090014,大学体育1（下）,0.5,必修课,2025春,,机器人工程,2024
A1090023,大学体育2（上）,0.5,必修课,2025秋,,机器人工程,2024
A1090024,大学体育2（下）,0.5,必修课,2026春,,机器人工程,2024
A1090040,体能训练,0.5,选修课,春秋学期,,机器人工程,2024
S0090010,课外锻炼及达标测试,1,必修课,每年,,机器人工程,2024
A1050370,通用学术英语1,3,必修课,2024秋,,机器人工程,2024
A1050371,通用学术英语2,3,必修课,2025春,,机器人工程,2024
A1050430,英语公共演讲,2,选修课,2025秋,,机器人工程,2024
A1050440,影视英语与文化,2,选修课,2025秋,,机器人工程,2024
A1050450,英国文学经典作品赏析,2,选修课,2025秋,,机器人工程,2024
A1050270,国际教育英语（雅思）,4,选修课,2025秋,,机器人工程,2024
A1050280,国际教育英语（托福）,4,选修课,2025秋,,机器人工程,2024
A1050290,俄语1,2,选修课,2025秋,,机器人工程,2024
A1050480,信息科技英语视听说,2,选修课,2025秋,,机器人工程,2024
A1050121,国际职场文化,2,选修课,2025秋,,机器人工程,2024
A1050141,商务交际英语,2,选修课,2025秋,,机器人工程,2024
A1050160,日语1,2,选修课,2025秋,,机器人工程,2024
A1050062,综合英语,2,选修课,2025秋,,机器人工程,2024
A1050310,西班牙语1,2,选修课,2025秋,,机器人工程,2024
A1050200,法语1,2,选修课,2025秋,,机器人工程,2024
A1050180,德语1,2,选修课,2025秋,,机器人工程,2024
A1050190,德语2,2,选修课,2026春,,机器人工程,2024
A1050210,法语2,2,选修课,2026春,,机器人工程,2024
A1050240,学术英语阅读与写作,2,选修课,2026春,,机器人工程,2024
A1050320,西班牙语2,2,选修课,2026春,,机器人工程,2024
A1050170,日语2,2,选修课,2026春,,机器人工程,2024
A1050500,英语技术写作,2,选修课,2026春,,机器人工程,2024
A1050101,中国文化传播,2,选修课,2026春,,机器人工程,2024
A1050111,英语国家社会与文化,2,选修课,2026春,,机器人工程,2024
A1050460,美国文学经典作品赏析,2,选修课,2026春,,机器人工程,2024
A1050470,信息科技英语阅读与翻译,2,选修课,2026春,,机器人工程,2024
A1050300,俄语2,2,选修课,2026春,,机器人工程,2024
A1050490,实用英语,2,选修课,"2026秋,2027春",,机器人工程,2024
A1040040,C语言程序设计,3,选修课,2024秋,,机器人工程,2024
A2040840,机器学习综合实践,3,选修课,2026春,机器学习,机器人工程,2024
A1000020,校史校情和校纪校规教育,0.5,必修课,2024秋,,机器人工程,2024
A100003M,新生研讨课/专业概论,0.5,必修课,2024秋,,机器人工程,2024
A1170060,大学生职业生涯规划1,1,必修课,2024秋,,机器人工程,2024
A1170080,大学生心理健康教育,2,必修课,2025春,,机器人工程,2024
A1170070,大学生职业生涯规划2,1,必修课,2027春,,机器人工程,2024
A1110011,高等数学A(上),5,必修课,2024秋,,机器人工程,2024
A1110022,高等数学A(下),6,必修课,2025春,高等数学A(上),机器人工程,2024
A1110032,线性代数,3,必修课,2025春,,机器人工程,2024
A1110362,大学物理C(上),3.5,必修课,2025春,高等数学A(上),机器人工程,2024
A1110363,大学物理C(下),3.5,必修课,2025秋,大学物理C(上),机器人工程,2024
A1110140,概率论与数理统计,3,必修课,2025秋,高等数学A(下),机器人工程,2024
A2142200,AI未来启航：新生认知与卓越成长讲堂,0.5,必修课,2024秋,,机器人工程,2024
A2021080,电工学（上）,3.5,必修课,2025秋,大学物理C(上),机器人工程,2024
A2021110,电工学（下）,4,必修课,2026春,电工学（上）,机器人工程,2024
A2022640,模拟电子与数字电路实验A,1.5,必修课,2026春,电工学（上）,机器人工程,2024
A1040080,数据结构,3,必修课,2025秋,C语言程序设计,机器人工程,2024
A1040110,Python程序设计,2,选修课,2025秋,C语言程序设计,机器人工程,2024
A2140080,工程图学与计算机绘图A,3,必修课,2025秋,,机器人工程,2024
A2141112,微控制器原理与应用,2,必修课,2025秋,电工学（上）,机器人工程,2024
A2141950,微控制器原理与应用开发实验,1,必修课,2025秋,微控制器原理与应用,机器人工程,2024
A2142220,机器人基础1（力学与结构）,4,必修课,2026春,高等数学A(下),机器人工程,2024
A2142230,机器人基础2（控制）,3,必修课,2026春,微控制器原理与应用,机器人工程,2024
A2040960,机器学习,3,必修课,2026春,Python程序设计,机器人工程,2024
A2142240,机器人基础3（电机）,2,必修课,2026秋,机器人基础2（控制）,机器人工程,2024
A2142250,机器人基础4（传感与机器视觉）,2,必修课,2026秋,机器人基础2（控制）,机器人工程,2024
A2140103,机电系统计算机控制技术,2,选修课,2026秋,微控制器原理与应用,机器人工程,2024
A2140121,机器人技术,2,必修课,2026秋,机器人基础1,机器人工程,2024
A2141470,机器人科技发展前沿微课,1,必修课,2026秋,,机器人工程,2024
A2041620,智能定位与导航技术,2,选修课,2027春,机器人技术,机器人工程,2024
A2141440,群体智能与多机器人协作,2,选修课,2027秋,机器人技术,机器人工程,2024
A2041470,生成式AI与大模型,2,选修课,2027春,机器学习,机器人工程,2024
A2140503,嵌入式机器人操作系统及应用实践,2,选修课,2027秋,操作系统,机器人工程,2024
A2141450,人机交互技术,2,选修课,2027春,机器人技术,机器人工程,2024
A2040650,云计算与大数据综合实践,2,选修课,2027秋,,机器人工程,2024
A2140303,机器人设计开发实践,2,选修课,2027秋,机器人技术,机器人工程,2024
A2000050,毕业实习,3,选修课,2028春,,机器人工程,2024
A2000070,毕业设计（论文）,14,选修课,2028春,,机器人工程,2024
S0020010,电路搭建与调试能力达标测评,1,必修课,,,机器人工程,2024
S0040010,程序基础与编程能力达标测评,1,必修课,,,机器人工程,2024
S0080010,产品组装与测试能力达标测评,1,必修课,,,机器人工程,2024
S0140020,工程训练与制作能力达标测评,1,必修课,,,机器人工程,2024
A2141410,智能机器人研发案例,1,必修课,2027秋,,机器人工程,2024
A2141820,机器人科研训练,1,必修课,2027春,,机器人工程,2024
A2141482,机器人设计、建模与仿真,2.5,选修课,2027春,机器人基础1,机器人工程,2024
A1100015,形势与政策,1,必修课,"2024秋,2026春,2026秋,2027秋",,人工智能,2024
A1100041,中国近现代史纲要,3,必修课,2024秋,,人工智能,2024
A1100022,思想道德与法治,3,必修课,2025春,,人工智能,2024
A1100080,国家安全教育,1,必修课,2025春,,人工智能,2024
A1100061,思想政治理论课实践教学,2,必修课,2025春,,人工智能,2024
A1100052,毛泽东思想和中国特色社会主义理论体系概论,2,必修课,2025秋,,人工智能,2024
A1100071,习近平新时代中国特色社会主义思想概论,3,必修课,2025秋,,人工智能,2024
A1100032,马克思主义基本原理,3,必修课,2026春,,人工智能,2024
A1105040,中国共产党简史,1,选修课,春秋学期,,人工智能,2024
A1105050,中华人民共和国简史,1,选修课,春秋学期,,人工智能,2024
A1105060,改革开放简史,1,选修课,春秋学期,,人工智能,2024
A1105070,社会主义发展简史,1,选修课,春秋学期,,人工智能,2024
A1105081,习近平总书记关于网络强国的重要思想概论,1,选修课,春秋学期,,人工智能,2024
A1000050,军事训练,2,必修课,2024秋,,人工智能,2024
A1090013,大学体育1（上）,0.5,必修课,2024秋,,人工智能,2024
A1170010,军事理论,2,必修课,2024秋,,人工智能,2024
A1090014,大学体育1（下）,0.5,必修课,2025春,,人工智能,2024
A1090023,大学体育2（上）,0.5,必修课,2025秋,,人工智能,2024
A1090024,大学体育2（下）,0.5,必修课,2026春,,人工智能,2024
A1090040,体适能训练,0.5,选修课,春秋学期,,人工智能,2024
S0090010,课外锻炼及达标测试,1,必修课,每年,,人工智能,2024
A1050370,通用学术英语1,3,必修课,2024秋,,人工智能,2024
A1050371,通用学术英语2,3,必修课,2025春,,人工智能,2024
A1050430,英语公共演讲,2,选修课,2025秋,,人工智能,2024
A1050440,影视英语与文化,2,选修课,2025秋,,人工智能,2024
A1050450,英国文学经典作品赏析,2,选修课,2025秋,,人工智能,2024
A1050270,国际教育英语（雅思）,4,选修课,2025秋,,人工智能,2024
A1050280,国际教育英语（托福）,4,选修课,2025秋,,人工智能,2024
A1050290,俄语1,2,选修课,2025秋,,人工智能,2024
A1050480,信息科技英语视听说,2,选修课,2025秋,,人工智能,2024
A1050121,国际职场文化,2,选修课,2025秋,,人工智能,2024
A1050141,商务交际英语,2,选修课,2025秋,,人工智能,2024
A1050160,日语1,2,选修课,2025秋,,人工智能,2024
A1050062,综合英语,2,选修课,2025秋,,人工智能,2024
A1050310,西班牙语1,2,选修课,2025秋,,人工智能,2024
A1050200,法语1,2,选修课,2025秋,,人工智能,2024
A1050180,德语1,2,选修课,2025秋,,人工智能,2024
A1050190,德语2,2,选修课,2026春,,人工智能,2024
A1050210,法语2,2,选修课,2026春,,人工智能,2024
A1050240,学术英语阅读与写作,2,选修课,2026春,,人工智能,2024
A1050320,西班牙语2,2,选修课,2026春,,人工智能,2024
A1050170,日语2,2,选修课,2026春,,人工智能,2024
A1050500,英语技术写作,2,选修课,2026春,,人工智能,2024
A1050101,中国文化传播,2,选修课,2026春,,人工智能,2024
A1050111,英语国家社会与文化,2,选修课,2026春,,人工智能,2024
A1050460,美国文学经典作品赏析,2,选修课,2026春,,人工智能,2024
A1050470,信息科技英语阅读与翻译,2,选修课,2026春,,人工智能,2024
A1050300,俄语2,2,选修课,2026春,,人工智能,2024
A1050490,实用英语,2,选修课,"2026秋,2027春",,人工智能,2024
A1000020,校史校情和校纪校规教育,0.5,必修课,2024秋,,人工智能,2024
A100003M,新生研讨课/专业概论,0.5,必修课,2024秋,,人工智能,2024
A1170060,大学生职业生涯规划1,1,必修课,2024秋,,人工智能,2024
A1170080,大学生心理健康教育,2,必修课,2025春,,人工智能,2024
A1170070,大学生职业生涯规划2,1,必修课,2027春,,人工智能,2024
A1110011,高等数学A(上),5,必修课,2024秋,,人工智能,2024
A1110022,高等数学A(下),6,必修课,2025春,高等数学A(上),人工智能,2024
A1110032,线性代数,3,必修课,2025春,,人工智能,2024
A1110362,大学物理C(上),3.5,必修课,2025春,高等数学A(上),人工智能,2024
A1110363,大学物理C(下),3.5,必修课,2025秋,大学物理C(上),人工智能,2024
A2042131,离散数学,2,必修课,2025秋,,人工智能,2024
A1110140,概率论与数理统计,3,必修课,2025秋,高等数学A(下),人工智能,2024
A1040020,计算机科学导论,2,必修课,2024秋,,人工智能,2024
A2040190,C语言程序设计,4,必修课,2024秋,,人工智能,2024
A2040391,人工智能原理,2,必修课,2025秋,计算机科学导论,人工智能,2024
A2041130,数据结构A,4,必修课,2025秋,C语言程序设计,人工智能,2024
A2041230,算法设计与分析（双语）,2.5,必修课,2026春,数据结构A,人工智能,2024
A2040060,计算机组织与结构,3.5,必修课,2026春,,人工智能,2024
A2040100,数据库原理（双语）,4,必修课,2026春,数据结构A,人工智能,2024
A2040360,面向对象程序设计-C++,3,选修课,2026春,C语言程序设计,人工智能,2024
A2040370,面向对象程序设计-JAVA,3,选修课,2026春,C语言程序设计,人工智能,2024
A2170180,语言思维与沟通,2,必修课,2026秋,,人工智能,2024
A2040090,软件工程A,2.5,必修课,2026秋,数据结构A,人工智能,2024
A2040030,操作系统,3,必修课,2026秋,数据结构A,人工智能,2024
A2040050,计算机网络B,3,必修课,2026秋,计算机组织与结构,人工智能,2024
A2170170,创新工程与方法,2,必修课,2027春,,人工智能,2024
A2040502,数据挖掘基础A,2.5,必修课,2025秋,Python程序设计,人工智能,2024
A2040980,计算机视觉,2,必修课,2026春,机器学习模型与算法,人工智能,2024
A2041090,自然语言处理,2,必修课,2026春,机器学习模型与算法,人工智能,2024
A2041110,机器学习模型与算法,3,必修课,2026春,概率论与数理统计,人工智能,2024
A1040110,Python程序设计,2,选修课,2026春,C语言程序设计,人工智能,2024
A1110380,数学建模,2,选修课,2026春,高等数学A(下),人工智能,2024
A2041481,智能机器人技术,2,必修课,2026秋,人工智能原理,人工智能,2024
A2040402,认知科学基础,2,选修课,2026秋,,人工智能,2024
A2041170,智能科学新技术（双语）,1,选修课,2027春,,人工智能,2024
A2041370,计算机软件能力测评B,3,选修课,"2027春,2027秋",,人工智能,2024
A2041470,生成式AI与大模型,2,必修课,2027春,机器学习模型与算法,人工智能,2024
A2040521,网络安全B,2,选修课,2027春,计算机网络B,人工智能,2024
A1115110,数学方法1,2,选修课,2027春,,人工智能,2024
A2040291,计算机图形学B,2,选修课,2027春,,人工智能,2024
A1115100,数学方法2,2,选修课,2027秋,,人工智能,2024
A2040490,数据可视化技术,2,选修课,2027秋,数据挖掘基础A,人工智能,2024
A2041490,深度学习工具与平台,1,必修课,2026春,机器学习模型与算法,人工智能,2024
A2041480,课程设计（智能机器人技术）,1,必修课,2026秋,智能机器人技术,人工智能,2024
A2040411,课程设计（认知科学基础）,1,选修课,2026秋,认知科学基础,人工智能,2024
A200007M,毕业设计（论文）,14,必修课,2028春,,人工智能,2024
A2040990,课程设计（计算机视觉）,1,必修课,2027春,计算机视觉,人工智能,2024
A2041010,课程设计（自然语言处理）,1,必修课,2027春,自然语言处理,人工智能,2024
A2040650,云计算与大数据综合实践,2,必修课,2027秋,,人工智能,2024
S0040010,程序基础与编程能力达标测评,1,必修课,,,人工智能,2024
A2041610,智能驾驶视觉技术应用案例,1,选修课,2026秋,,人工智能,2024
A2170160,高端制造产品智能化创新设计案例,1,选修课,2026秋,,人工智能,2024
A2042030,人工智能行业应用实践,2,必修课,2027秋,,人工智能,2024
A1100015,形势与政策,1,必修课,"2024秋,2026春,2026秋,2027秋",,数据科学与大数据技术,2024
A1100022,思想道德与法治,3,必修课,2024秋,,数据科学与大数据技术,2024
A1100041,中国近现代史纲要,3,必修课,2025春,,数据科学与大数据技术,2024
A1100080,国家安全教育,1,必修课,2025春,,数据科学与大数据技术,2024
A1100061,思想政治理论课实践教学,2,必修课,2025春,,数据科学与大数据技术,2024
A1100032,马克思主义基本原理,3,必修课,2025秋,,数据科学与大数据技术,2024
A1100052,毛泽东思想和中国特色社会主义理论体系概论,2,必修课,2026春,,数据科学与大数据技术,2024
A1100071,习近平新时代中国特色社会主义思想概论,3,必修课,2026春,,数据科学与大数据技术,2024
A1105040,中国共产党简史,1,选修课,春秋学期,,数据科学与大数据技术,2024
A1105050,中华人民共和国简史,1,选修课,春秋学期,,数据科学与大数据技术,2024
A1105060,改革开放简史,1,选修课,春秋学期,,数据科学与大数据技术,2024
A1105070,社会主义发展简史,1,选修课,春秋学期,,数据科学与大数据技术,2024
A1105081,习近平总书记关于网络强国的重要思想概论,1,选修课,春秋学期,,数据科学与大数据技术,2024
A1000050,军事训练,2,必修课,2024秋,,数据科学与大数据技术,2024
A1090013,大学体育1（上）,0.5,必修课,2024秋,,数据科学与大数据技术,2024
A1170010,军事理论,2,必修课,2024秋,,数据科学与大数据技术,2024
A1090014,大学体育1（下）,0.5,必修课,2025春,,数据科学与大数据技术,2024
A1090023,大学体育2（上）,0.5,必修课,2025秋,,数据科学与大数据技术,2024
A1090024,大学体育2（下）,0.5,必修课,2026春,,数据科学与大数据技术,2024
A1090040,体适能训练,0.5,选修课,春秋学期,,数据科学与大数据技术,2024
S0090010,课外锻炼及达标测试,1,必修课,每年,,数据科学与大数据技术,2024
A1050370,通用学术英语1,3,必修课,2024秋,,数据科学与大数据技术,2024
A1050371,通用学术英语2,3,必修课,2025春,,数据科学与大数据技术,2024
A1050430,英语公共演讲,2,选修课,2025秋,,数据科学与大数据技术,2024
A1050440,影视英语与文化,2,选修课,2025秋,,数据科学与大数据技术,2024
A1050450,英国文学经典作品赏析,2,选修课,2025秋,,数据科学与大数据技术,2024
A1050270,国际教育英语（雅思）,4,选修课,2025秋,,数据科学与大数据技术,2024
A1050280,国际教育英语（托福）,4,选修课,2025秋,,数据科学与大数据技术,2024
A1050290,俄语1,2,选修课,2025秋,,数据科学与大数据技术,2024
A1050480,信息科技英语视听说,2,选修课,2025秋,,数据科学与大数据技术,2024
A1050121,国际职场文化,2,选修课,2025秋,,数据科学与大数据技术,2024
A1050141,商务交际英语,2,选修课,2025秋,,数据科学与大数据技术,2024
A1050160,日语1,2,选修课,2025秋,,数据科学与大数据技术,2024
A1050062,综合英语,2,选修课,2025秋,,数据科学与大数据技术,2024
A1050310,西班牙语1,2,选修课,2025秋,,数据科学与大数据技术,2024
A1050200,法语1,2,选修课,2025秋,,数据科学与大数据技术,2024
A1050180,德语1,2,选修课,2025秋,,数据科学与大数据技术,2024
A1050190,德语2,2,选修课,2026春,,数据科学与大数据技术,2024
A1050210,法语2,2,选修课,2026春,,数据科学与大数据技术,2024
A1050240,学术英语阅读与写作,2,选修课,2026春,,数据科学与大数据技术,2024
A1050320,西班牙语2,2,选修课,2026春,,数据科学与大数据技术,2024
A1050170,日语2,2,选修课,2026春,,数据科学与大数据技术,2024
A1050500,英语技术写作,2,选修课,2026春,,数据科学与大数据技术,2024
A1050101,中国文化传播,2,选修课,2026春,,数据科学与大数据技术,2024
A1050111,英语国家社会与文化,2,选修课,2026春,,数据科学与大数据技术,2024
A1050460,美国文学经典作品赏析,2,选修课,2026春,,数据科学与大数据技术,2024
A1050470,信息科技英语阅读与翻译,2,选修课,2026春,,数据科学与大数据技术,2024
A1050300,俄语2,2,选修课,2026春,,数据科学与大数据技术,2024
A1050490,实用英语,2,选修课,"2026秋,2027春",,数据科学与大数据技术,2024
A1000020,校史校情和校纪校规教育,0.5,必修课,2024秋,,数据科学与大数据技术,2024
A100003M,新生研讨课/专业概论,0.5,必修课,2024秋,,数据科学与大数据技术,2024
A1170060,大学生职业生涯规划1,1,必修课,2024秋,,数据科学与大数据技术,2024
A1170080,大学生心理健康教育,2,必修课,2025春,,数据科学与大数据技术,2024
A1170070,大学生职业生涯规划2,1,必修课,2027春,,数据科学与大数据技术,2024
A1110011,高等数学A(上),5,必修课,2024秋,,数据科学与大数据技术,2024
A1110022,高等数学A(下),6,必修课,2025春,高等数学A(上),数据科学与大数据技术,2024
A1110032,线性代数,3,必修课,2025春,,数据科学与大数据技术,2024
A1110362,大学物理C(上),3.5,必修课,2025春,,数据科学与大数据技术,2024
A1110363,大学物理C(下),3.5,必修课,2025秋,大学物理C(上),数据科学与大数据技术,2024
A2042131,离散数学,2,必修课,2025秋,,数据科学与大数据技术,2024
A1110140,概率论与数理统计,3,必修课,2025秋,高等数学A(下),数据科学与大数据技术,2024
A2040190,C语言程序设计,4,必修课,2024秋,,数据科学与大数据技术,2024
A2142200,AI未来启航：新生认知与卓越成长讲堂,0.5,必修课,2024秋,,数据科学与大数据技术,2024
A1040120,大数据导论,1,必修课,2025秋,,数据科学与大数据技术,2024
A2041130,数据结构A,4,必修课,2025秋,C语言程序设计,数据科学与大数据技术,2024
A2040060,计算机组织与结构,3.5,必修课,2026春,,数据科学与大数据技术,2024
A2040100,数据库原理(双语),4,必修课,2026春,数据结构A,数据科学与大数据技术,2024
A2040960,机器学习,3,必修课,2026春,概率论与数理统计,数据科学与大数据技术,2024
A2170180,语言思维与沟通,2,必修课,2026春,,数据科学与大数据技术,2024
A2041531,自然语言处理技术,2,必修课,2026秋,机器学习,数据科学与大数据技术,2024
A2040030,操作系统,3,必修课,2026秋,数据结构A,数据科学与大数据技术,2024
A2170170,创新工程与方法,2,必修课,2027春,,数据科学与大数据技术,2024
A2142210,Python编程基础,2,选修课,2026春,C语言程序设计,数据科学与大数据技术,2024
A2040360,面向对象程序设计-C++,3,选修课,2026春,C语言程序设计,数据科学与大数据技术,2024
A2040370,面向对象程序设计-JAVA,3,选修课,2026春,C语言程序设计,数据科学与大数据技术,2024
A1040130,人工智能概论,1,选修课,2026春,,数据科学与大数据技术,2024
A1110380,数学建模,2,选修课,2026春,高等数学A(下),数据科学与大数据技术,2024
A2040050,计算机网络B,3,选修课,2026秋,计算机组织与结构,数据科学与大数据技术,2024
A2040511,算法分析与设计C,2,选修课,2026秋,数据结构A,数据科学与大数据技术,2024
A2041650,数字图像处理C,2,选修课,2026秋,,数据科学与大数据技术,2024
A2040521,网络安全B,2,选修课,2027春,计算机网络B,数据科学与大数据技术,2024
A2040490,数据可视化技术,2,选修课,2027春,Python编程基础,数据科学与大数据技术,2024
A1115110,数学方法1,2,选修课,2027春,,数据科学与大数据技术,2024
A2040020,编译原理,2,选修课,2027春,,数据科学与大数据技术,2024
A1115100,数学方法2,2,选修课,2027秋,,数据科学与大数据技术,2024
A2041630,空间大数据分析基础,2,选修课,2026春,,数据科学与大数据技术,2024
A2041640,遥感图像智能处理,2,选修课,2026秋,,数据科学与大数据技术,2024
A2040940,Web综合设计实践,2,必修课,2026春,,数据科学与大数据技术,2024
A2040950,大数据系统开发实践,2,必修课,2026秋,,数据科学与大数据技术,2024
A2040200,课程设计(操作系统),1,必修课,2026秋,操作系统,数据科学与大数据技术,2024
A2042040,数据工程综合能力测评,3,必修课,2027春,,数据科学与大数据技术,2024
A200005D,毕业实习,3,必修课,2027秋,,数据科学与大数据技术,2024
A200007M,毕业设计(论文),14,必修课,2028春,,数据科学与大数据技术,2024
A2041040,深度学习综合实践,2,必修课,2027春,机器学习,数据科学与大数据技术,2024
A2041100,自然语言处理综合实践,2,必修课,2027秋,自然语言处理技术,数据科学与大数据技术,2024
S0040010,程序基础与编程能力达标测评,1,必修课,,,数据科学与大数据技术,2024
S0110010,数学思维与建模能力达标测评,1,必修课,,,数据科学与大数据技术,2024
A2041610,智能驾驶视觉技术应用案例,1,选修课,2026秋,,数据科学与大数据技术,2024
A2170160,高端制造产品智能化创新设计案例,1,选修课,2026秋,,数据科学与大数据技术,2024
A2040610,虚拟现实技术,2,选修课,2027春,,数据科学与大数据技术,2024
A2041050,数据工程综合实践,2,必修课,2025秋,,数据科学与大数据技术,2024
A1100015,形势与政策,1,必修课,"2024秋,2026春,2026秋,2027秋",,数据科学与大数据技术+经济学联合培养,2024
A1100022,思想道德与法治,3,必修课,2024秋,,数据科学与大数据技术+经济学联合培养,2024
A1100041,中国近现代史纲要,3,必修课,2025春,,数据科学与大数据技术+经济学联合培养,2024
A1100080,国家安全教育,1,必修课,2025春,,数据科学与大数据技术+经济学联合培养,2024
A1100061,思想政治理论课实践教学,2,必修课,2025春,,数据科学与大数据技术+经济学联合培养,2024
A1100032,马克思主义基本原理,3,必修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1100052,毛泽东思想和中国特色社会主义理论体系概论,2,必修课,2026春,,数据科学与大数据技术+经济学联合培养,2024
A1100071,习近平新时代中国特色社会主义思想概论,3,必修课,2026春,,数据科学与大数据技术+经济学联合培养,2024
A1105040,中国共产党简史,1,选修课,春秋学期,,数据科学与大数据技术+经济学联合培养,2024
A1105050,中华人民共和国简史,1,选修课,春秋学期,,数据科学与大数据技术+经济学联合培养,2024
A1105060,改革开放简史,1,选修课,春秋学期,,数据科学与大数据技术+经济学联合培养,2024
A1105070,社会主义发展简史,1,选修课,春秋学期,,数据科学与大数据技术+经济学联合培养,2024
A1105081,习近平总书记关于网络强国的重要思想概论,1,选修课,春秋学期,,数据科学与大数据技术+经济学联合培养,2024
A1000050,军事训练,2,必修课,2024秋,,数据科学与大数据技术+经济学联合培养,2024
A1090013,大学体育1（上）,0.5,必修课,2024秋,,数据科学与大数据技术+经济学联合培养,2024
A1170010,军事理论,2,必修课,2024秋,,数据科学与大数据技术+经济学联合培养,2024
A1090014,大学体育1（下）,0.5,必修课,2025春,,数据科学与大数据技术+经济学联合培养,2024
A1090023,大学体育2（上）,0.5,必修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1090024,大学体育2（下）,0.5,必修课,2026春,,数据科学与大数据技术+经济学联合培养,2024
A1090040,体适能训练,0.5,选修课,春秋学期,,数据科学与大数据技术+经济学联合培养,2024
S0090010,课外锻炼及达标测试,1,必修课,每年,,数据科学与大数据技术+经济学联合培养,2024
A1050370,通用学术英语1,3,必修课,2024秋,,数据科学与大数据技术+经济学联合培养,2024
A1050371,通用学术英语2,3,必修课,2025春,,数据科学与大数据技术+经济学联合培养,2024
A1050430,英语公共演讲,2,选修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1050440,影视英语与文化,2,选修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1050450,英国文学经典作品赏析,2,选修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1050270,国际教育英语（雅思）,4,选修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1050280,国际教育英语（托福）,4,选修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1050290,俄语1,2,选修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1050480,信息科技英语视听说,2,选修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1050121,国际职场文化,2,选修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1050141,商务交际英语,2,选修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1050160,日语1,2,选修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1050062,综合英语,2,选修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1050310,西班牙语1,2,选修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1050200,法语1,2,选修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1050180,德语1,2,选修课,2025秋,,数据科学与大数据技术+经济学联合培养,2024
A1050190,德语2,2,选修课,2026春,,数据科学与大数据技术+经济学联合培养,2024
A1050210,法语2,2,选修课,2026春,,数据科学与大数据技术+经济学联合培养,2024
A1050240,学术英语阅读与写作,2,选修课,2026春,,数据科学与大数据技术+经济学联合培养,2024
A1050320,西班牙语2,2,选修课,2026春,,数据科学与大数据技术+经济学联合培养,2024
A1050170,日语2,2,选修课,2026春,,数据科学与大数据技术+经济学联合培养,2024
A1050500,英语技术写作,2,选修课,2026春,,数据科学与大数据技术+经济学联合培养,2024
A1050101,中国文化传播,2,选修课,2026春,,数据科学与大数据技术+经济学联合培养,2024
A1050111,英语国家社会与文化,2,选修课,2026春,,数据科学与大数据技术+经济学联合培养,2024
A1050460,美国文学经典作品赏析,2,选修课,2026春,,数据科学与大数据技术+经济学联合培养,2024
